epoch,et_dice,loss,tc_dice,val_et_dice,val_loss,val_tc_dice,val_wt_dice,wt_dice
0,0.665084800152,0.365076981223,0.657216830072,0.587259918351,0.405612966743,0.582441252479,0.846832850049,0.816185603425
1,0.735794469574,0.312724299998,0.743823355686,0.709902473639,0.333149582505,0.713917460401,0.834892906242,0.868556994916
2,0.76131367489,0.293972682031,0.783609649466,0.74076530005,0.335976926138,0.723082976352,0.871924450229,0.880899976894
3,0.775946584034,0.284937678976,0.799500982171,0.738342991915,0.333080227163,0.694619953504,0.873025915608,0.886060196422
4,0.783702312865,0.278362216308,0.815817327923,0.780030352692,0.301521751134,0.783834130295,0.855729209022,0.889415702306
5,0.79019534507,0.274500300951,0.821789612971,0.773375722761,0.317689681035,0.718989962605,0.887200916051,0.893074269133
6,0.794866840663,0.26901856137,0.835552110918,0.719151882843,0.32735458737,0.70689803133,0.884051006309,0.895671423454
7,0.799720214566,0.266333810607,0.839442191442,0.762951647796,0.318655550324,0.757766576773,0.8807854134,0.896475143638
8,0.805560661019,0.262427470109,0.847075631789,0.786436802634,0.289508879771,0.792591670325,0.882309016544,0.898697659727
9,0.808037923257,0.257946307668,0.85525237455,0.796395656059,0.294863318793,0.784684166381,0.888308304795,0.90118911353
10,0.809126536258,0.258268813214,0.854768796628,0.784683441328,0.299618028679,0.784553196042,0.882959800913,0.901170422743
11,0.81065879351,0.256702534918,0.858458305197,0.778946688721,0.300148328896,0.760493269622,0.894146659004,0.902225065759
12,0.810846385983,0.256339305495,0.856849684361,0.77881715783,0.300086588556,0.78250965585,0.886768588511,0.902771270738
13,0.816193846705,0.253914812196,0.863208355339,0.769513784338,0.292600303188,0.804333280858,0.889478304547,0.903561485671
14,0.820330770914,0.24999315718,0.869384925254,0.791925960495,0.288602380068,0.792375322714,0.891005966832,0.906647665714
15,0.8163221383,0.25216591515,0.865255815201,0.785010208988,0.290979770201,0.790281221211,0.871964731909,0.904403619211
16,0.822996768045,0.247053591969,0.873570616627,0.791365441273,0.291960201963,0.795779874925,0.892392247998,0.90802534872
17,0.821507460906,0.248224748838,0.873307873334,0.801415403336,0.286729456697,0.799924730522,0.89037240544,0.907456601229
18,0.822126869971,0.247970838775,0.872432562102,0.809791433281,0.287319274414,0.787468326531,0.896895883124,0.907307420411
19,0.82622351373,0.244912107351,0.87844882386,0.802860711027,0.289171146632,0.780342531992,0.894891146453,0.908590164356
