epoch,hard_dice,hard_dice_1,hard_dice_2,loss,val_hard_dice,val_hard_dice_1,val_hard_dice_2,val_loss
0,0.42473128217831596,0.4579802943758769,0.5414497794569463,0.7147008009962965,0.4349380106141814,0.4191235137081958,0.5873995081798808,0.7613257587762331
1,0.8415133076199471,0.7262535407959926,0.7610354179872335,0.1925758307252433,0.7660047993079433,0.7514047478989916,0.7562247815822234,0.2081207628552797
2,0.8704970618591376,0.7864967506875965,0.7916494267502155,0.15706013223869236,0.7787169242221532,0.7528616782834723,0.6987651229475484,0.22197165017817694
3,0.8787691822546844,0.8185226648555499,0.7978127784312794,0.1434071601840238,0.7893674021714299,0.8104730557810641,0.7589959894307511,0.18474116061158036
4,0.8862318908846056,0.8449551805616741,0.8149543319266486,0.12922792659184157,0.715066263144768,0.4714287229990984,0.40105216307309505,0.41605773762287135
5,0.887619123130534,0.8504957107314868,0.8155604510023521,0.12557430143655646,0.593309706543646,0.6383216437662769,0.5388516070121678,0.3864272395232217
6,0.8914244514085502,0.8540045306113971,0.8176405060086775,0.12287602706275615,0.8449276030745888,0.8420762340569786,0.8027099069585583,0.1529407640153486
7,0.8943738388672224,0.8718107965367622,0.8310559745180616,0.11506687745698764,0.1991042938240908,0.21035066044483694,0.17016990476972677,0.7785984741785523
8,0.8958220826509226,0.8732876585985204,0.82957596174495,0.1133638684086521,0.663183455803697,0.8265925525248814,0.7854178866582228,0.23600107823400665
9,0.898265386105831,0.8778755849065264,0.8324872997198438,0.11027353226670827,0.7558349001668122,0.8215198765339632,0.7669900178215948,0.20321277164147622
10,0.9005289888008399,0.8839765503102579,0.8394880572564936,0.10720391460575014,0.7683484327284528,0.7965875938462654,0.6953531728208117,0.21844351193659264
11,0.900781754441332,0.882803973937761,0.8330548956419519,0.10730419987268623,0.6754122363448019,0.7496691023107088,0.7211096634177112,0.2647089803256056
12,0.9022216137327848,0.8868693776783504,0.8375245054917602,0.10668806030943587,0.759053223239933,0.7210111408052872,0.4699821714323949,0.3139277835294186
13,0.9024503259941588,0.8905426018485784,0.8424286915014656,0.10692381456611254,0.004786066883343333,0.017486763241897362,0.025311935964699748,0.9906928100893574
14,0.9028575412273193,0.8914213289773834,0.8412884670701939,0.10240923059225707,0.7793678845377031,0.8554973165655904,0.7930305384208058,0.1667892885505843
15,0.9050312607731954,0.8888942965222754,0.8385771554213441,0.10406876588345822,0.6911667363080473,0.6859754880750466,0.5700835588578268,0.33483445786102506
