epoch,hard_dice,hard_dice_1,hard_dice_2,loss,val_hard_dice,val_hard_dice_1,val_hard_dice_2,val_loss
0,0.36611334887293434,0.32752004758452197,0.4245857422627548,0.7461736305015195,0.11509125673033556,0.08726948662082065,0.12504139253052746,0.9174383892991026
1,0.8403872951059308,0.691574642192467,0.7276417327329124,0.21481081081458336,0.30809139587022955,0.10235406300269351,0.17834840076897396,0.7880677932601554
2,0.8587737571655546,0.7368426446190773,0.7575413308032061,0.1863341823681804,0.6149966622089049,0.6071764464260395,0.6909612487141443,0.3171605166568551
3,0.8698205150163892,0.7698066364883341,0.7719376807110452,0.16859717353009007,0.734712723909252,0.6728871387449086,0.7048265348616884,0.2574037646963483
4,0.8811060162727761,0.7898249573790725,0.7858565433885263,0.15961854331777675,0.33077624159703783,0.30255122284812824,0.3176450302849046,0.6554254573244837
5,0.8814357747314159,0.7960755345331516,0.7896327695823173,0.15619047593198032,0.43508472871121173,0.555663396502992,0.6865306972023972,0.4022901353565046
6,0.8895157293970332,0.8079398382339938,0.7974071631912398,0.14479460000915295,0.8269244308845238,0.6778107309365188,0.7333140923073529,0.22450192439757552
7,0.8901210974277147,0.8170342113045167,0.7945504216593468,0.14169247798410012,0.6459690569570851,0.594944299307413,0.602958870235748,0.3556968051717029
8,0.8960104935549175,0.8211170747568677,0.8023332276024677,0.13680078196996212,0.7158780197027824,0.6490428219312548,0.7112664622367363,0.28205059895409235
9,0.8955146643893118,0.8299649299387216,0.8059204558136128,0.13436201664479697,0.6304877970694182,0.608914676677365,0.6637747881840865,0.33566446941569106
10,0.8951812857438323,0.82670648178648,0.8097917835667912,0.13456713991244748,0.8298690458596577,0.7261043100572776,0.7791698547409198,0.19740129769672446
11,0.8965374347697249,0.8389576320100923,0.8117208822066064,0.1310382869113144,0.7496951123905101,0.6394102775541808,0.6985858233466008,0.2670686766848586
12,0.9006751003244686,0.8343451499278112,0.80911600192061,0.13150012012929216,0.7891901049563896,0.7113846092177781,0.7289515456659004,0.23005360178592202
13,0.8986717931379803,0.8445073886921719,0.8123098322654884,0.12741074002854727,0.8273539733057476,0.7615581334460824,0.742006847014116,0.20782058043505555
14,0.9016517317212905,0.8472503602569759,0.8132602206402484,0.12457285252797472,0.6613376892485303,0.6701340446370554,0.7322261535896134,0.2960284827674772
15,0.899102568427771,0.8454955933664245,0.8195800037835896,0.1278303919414746,0.7828364139877706,0.622282159558682,0.6387206197598877,0.2881402956771045
16,0.9042557142860341,0.8565995846061055,0.8275962161141333,0.12033890566499097,0.8593207016702178,0.7595405886433265,0.7773044873501568,0.18097811596734184
17,0.9047419064439893,0.8585647881893975,0.8253707872182244,0.1180231275651834,0.8311909155739133,0.7128246882746667,0.7270547339930977,0.21095999658748668
18,0.9012996760212513,0.8533745927990306,0.8179566245789666,0.12285349334803425,0.6766488786897192,0.6205345963491957,0.6944968292787799,0.31000101936211416
19,0.9054857349419108,0.8642557626202071,0.8278637688041045,0.11522174203899006,0.8634476079552588,0.7575100056183256,0.7936199676786222,0.1737903781567118
20,0.9059565510365527,0.8661594919240942,0.8337400930821521,0.11566102403523815,0.7345275481725069,0.682531244635728,0.6713815083669192,0.2727038702840263
21,0.9071699463293768,0.8641964553665796,0.8269161188175106,0.11404140611422653,0.7429676728680753,0.6697633713847383,0.7151375883728447,0.2673912767441042
22,0.9066446106520937,0.8666485717826816,0.8293457534326067,0.11425337795460516,0.500510086570101,0.7126345615648882,0.75064516492801,0.30519368710788897
23,0.9071420125163956,0.8685876801258713,0.8363984832187052,0.11280831484250513,0.8437250402118376,0.7551228868457223,0.7651125432331812,0.191705044568409
24,0.9080129978211569,0.873042617483002,0.8331747163989284,0.10951398282387038,0.8667785484669944,0.748572103687043,0.7726720979716638,0.1799964686509468
