epoch,et_dice,loss,tc_dice,val_et_dice,val_loss,val_tc_dice,val_wt_dice,wt_dice
0,0.7070983762934667,0.36879576553867555,0.6730634011876381,0.7062861929132669,0.25310618582134425,0.6649911099874203,0.7959075640057273,0.46475472151647457
1,0.7609373826181182,0.17831519091230702,0.7630199717588162,0.6259726844540932,0.29084171413825954,0.5975454209928195,0.7971430125324408,0.863027270030411
2,0.7737389157976333,0.1636527090389452,0.7845507086925501,0.7593657382627288,0.19671644794593027,0.6988506419474577,0.8666727964229848,0.872263345336136
3,0.7805654258718734,0.15594659062262964,0.7940839158602728,0.7588165073638287,0.19389220230315687,0.7436588620354595,0.8570251839502045,0.8789238589530495
4,0.7931435784181649,0.14295721098271252,0.8141180669447824,0.7567058770059326,0.18725402858308565,0.721107254280305,0.8677742671673565,0.888170904137319
5,0.792760803169062,0.13909921387458302,0.8229090206603089,0.7217903116099065,0.22191557727651112,0.6768490662362999,0.8405893962870362,0.8899986231007604
6,0.7991373870809025,0.13156126564644519,0.833410202899366,0.7777186068182567,0.1762088623143927,0.7402849891597231,0.8822855089666657,0.895714897607039
7,0.8000803467409136,0.1313641798714347,0.8335313985250029,0.7433492423543951,0.18075771201773905,0.7427047439023154,0.8759474812930996,0.8977048662133171
8,0.8072555542352791,0.1250232601391525,0.8462767322235916,0.7875272993537832,0.1693139312270966,0.7501243982996586,0.87159542786544,0.9010386156951791
9,0.8090829282820384,0.1237886447065467,0.8468716247553872,0.7610188742483067,0.1821460042681013,0.7393268562150112,0.8705389809132354,0.9002139690465288
10,0.80641426749393,0.1230111293474374,0.853834239721389,0.7497469648821731,0.18273498325303952,0.7365828782787808,0.8792748282215745,0.900287997227116
11,0.8147096668228554,0.11694718903895271,0.8629197448597058,0.7520993625963305,0.17860260802205258,0.7498224174859275,0.87555216237826,0.9036445641150311
12,0.8102539893152592,0.11853037129969834,0.8618916809432334,0.7658611124925465,0.17514691119827616,0.7544279601170034,0.8763038503410043,0.9051101295700466
13,0.819793760198734,0.11471462994550859,0.8661651052888337,0.7370342036709536,0.2060257059820969,0.7136375938332328,0.8576098035923713,0.9050484455104402
14,0.8151813921756413,0.11590128785208205,0.8657650106648906,0.7806797691026526,0.16853261874751194,0.746942704285469,0.8825990502369202,0.9053301821090576
15,0.8223806955040583,0.11140411476743793,0.873618051436767,0.789655620237053,0.16692174157147766,0.7660749011699114,0.8766485989917808,0.9084647682960423
16,0.8236492617115283,0.10700759998467546,0.8797106879581159,0.7690451039032925,0.17351050442814278,0.7486535468598045,0.8819001654875444,0.9108431357974667
17,0.8277560920995073,0.10499980637549283,0.8823476435322023,0.7714975079774167,0.17626427968709332,0.7645265789078087,0.8827442285106799,0.9112211123647902
18,0.8290699106518891,0.10540774018935532,0.8813499607287493,0.7625540622325995,0.1791249066637042,0.7620316667109878,0.8748617381911474,0.9113044858457172
19,0.8339658025728416,0.10262854303025717,0.8835160459074138,0.7655636366313218,0.1758375946277847,0.7511521363785515,0.880461304564996,0.9126498166921785
20,0.8386732316414655,0.10070109654919253,0.8869721895189167,0.7465968779118334,0.210217793723039,0.7192373259505621,0.8447780763132414,0.9133304035523944
21,0.8398443219160205,0.10072864445957397,0.8892078423354639,0.7725876673961596,0.17923037385519383,0.7394232090930194,0.8834436397948023,0.9125919988365533
22,0.8371619947936697,0.10218216949319633,0.8888453229722367,0.7599175472975156,0.17231960063614238,0.7679215074641198,0.8766756653236354,0.9112156450126909
23,0.8468864620838986,0.09610260672983284,0.895175718710052,0.7752310187862446,0.16564288529382873,0.7675318332312243,0.8807809754084516,0.9152900227458389
24,0.8444805495781877,0.09480311378126369,0.8969121563399682,0.7633318200391945,0.17399720887434647,0.7608277385051435,0.8806904267056197,0.9167048783292728
25,0.8453031447054576,0.09731946341242612,0.8934766757249952,0.7658314448032211,0.17758883464446265,0.7570436730118654,0.8786441984447649,0.9156622798270585
26,0.8491039843966686,0.0942561267754217,0.8995213509374358,0.7680336600372782,0.18528952863633907,0.7518019252847975,0.8632392837155249,0.9143964220501658
27,0.8547379995484813,0.09096365688299027,0.9022747347419138,0.7610894469290302,0.1850909483414458,0.7398281734598381,0.8696836026401715,0.9194408582198527
28,0.8500117273730965,0.09417545154339199,0.9004015167161906,0.7621238968377756,0.17917202672650737,0.7553292301228995,0.876454122494992,0.9148764842367162
