epoch,hard_dice,hard_dice_1,hard_dice_2,loss,val_hard_dice,val_hard_dice_1,val_hard_dice_2,val_loss
0,0.8359246316776481,0.7034372839564725,0.7344448502566012,0.20932411673822404,0.7862180585136062,0.6600267025256885,0.7129955057291816,0.24964867925497428
1,0.8694132995078596,0.7468921303710271,0.767563117553845,0.17556746542080698,0.8390274567355026,0.6832050071402974,0.7291651626544929,0.21335003410799347
2,0.8798685175403415,0.7784348080079375,0.7849107256004157,0.1577891301810311,0.8066510208740761,0.656448474091583,0.6664604483124336,0.25506234001911915
3,0.8847125071622753,0.7963312692450975,0.78277176211786,0.15146572155394575,0.8456335275961742,0.6868283915324154,0.7378025582871399,0.2107455962630827
4,0.889143164021912,0.8138870177914147,0.8012058859041817,0.14052965068985498,0.8386935490983239,0.7228240358973919,0.7311647550695497,0.2030630479988781
5,0.8917817995636557,0.8296009441062304,0.807769460837609,0.13287132468772267,0.8460181858499296,0.6853054304463508,0.7146046209031814,0.2169904337363309
6,0.8950074181398361,0.8336347788217962,0.8141544137982656,0.12744411260697916,0.8117999485560826,0.6946261307933544,0.7330240062580042,0.21610055146953477
7,0.898207855822826,0.8457881207044622,0.8142194728175689,0.12360293062152994,0.865269953827338,0.7382741749242249,0.7656017279481145,0.18128622746504214
8,0.9014640887865303,0.846787645334505,0.8186968326072852,0.12157730737193173,0.8651752774250306,0.7361216235885619,0.7586976763699586,0.1826527255654518
9,0.9028866653323245,0.8588672176915806,0.8254502787295136,0.1169508035158847,0.861490763533883,0.7561801621785754,0.7559107607923654,0.17628364379871092
10,0.9060843078593843,0.8645032157060328,0.8242808201655677,0.11589654423685063,0.8510666227560438,0.7308721390441556,0.7478460895533279,0.19528361297056607
11,0.90640274367197,0.8715467290743927,0.8339107636129445,0.1085933607111695,0.8501439118348691,0.7275690647132659,0.7537260189770305,0.1914519327759926
12,0.9077053310514893,0.8710613906921711,0.8283477217209498,0.11039999110456493,0.8541168361764899,0.749647705563665,0.7521705757300294,0.1890834948068024
13,0.9108139649820335,0.8780074872755166,0.8345889242997938,0.10432310298938963,0.862465666836747,0.73235236027815,0.7581257903816484,0.18783196384822534
14,0.9123829110799138,0.8821390292620986,0.8441466072666785,0.10173990936345109,0.8610657723772178,0.7569922870566073,0.7638445442901818,0.17697626290050336
15,0.912429457607348,0.8840044898913227,0.8356589202164127,0.1034381117738091,0.8656170374969916,0.7248086438204209,0.7358798683795931,0.1921752731188468
16,0.9117025539492881,0.8823992825039079,0.8346857889484367,0.10364821036197538,0.861701713179663,0.740416538358284,0.7477768610873573,0.18593635720225157
17,0.9136053164762853,0.8889432192848717,0.8442618541121938,0.09856827146187006,0.8641362150693269,0.7522220406877981,0.7723656499095857,0.17976094495316255
18,0.9149371972877626,0.8878624304432119,0.8447352119205743,0.09762177197016025,0.867883742002115,0.7518851476891755,0.7724423797523142,0.17872606199091665
19,0.916699957642936,0.8926927837850501,0.8448883574184607,0.09712042687620709,0.8746018269644354,0.7376198933607286,0.7663659121405212,0.18012609745500274
20,0.9177388276059412,0.8994200195870846,0.8477023621423428,0.09448783760984528,0.8630822814373035,0.7398914285613484,0.7332666841231705,0.1952045141826577
21,0.9176803432142895,0.8974925153684441,0.8533539544855804,0.09247093598621842,0.8786737876736807,0.7499193040043207,0.7598162913755859,0.17616189306232785
22,0.9169134881026881,0.9017106736825232,0.854899851964915,0.09162144995562205,0.8626000602308241,0.7375943591527235,0.7414774680609358,0.19246305666760916
23,0.9204340072474564,0.901689425706631,0.8577380617453854,0.08728946954743702,0.8751973378676606,0.7587242367006825,0.7637217706696432,0.17515416964316333
24,0.918537023436431,0.9012410674703408,0.8518261757963315,0.09157645454989871,0.8647776316204745,0.7574579520527086,0.7473052384358627,0.18195383435203916
25,0.9212839383391005,0.9037209173615841,0.8573860864200719,0.08737206448140372,0.8618372360315923,0.7607279715268759,0.7641700622874459,0.17657544200870848
26,0.9227471657921822,0.9101729808401863,0.8683694730904664,0.08244464953204751,0.8645373152514574,0.7437211313107684,0.7662196916194117,0.18279370411932927
27,0.9237117789070959,0.912976071286481,0.8660909076647119,0.08130095913979928,0.8718788510643393,0.7351077196512521,0.7507483968319598,0.18337666398735455
28,0.9232438598719439,0.9133889207040747,0.8714648819462296,0.08289014753034957,0.8757928154071424,0.7480093942936664,0.7657489685691805,0.17842085759302803
29,0.924357735863889,0.9095387959917721,0.8725888351891462,0.08024589861401622,0.8623610176615268,0.7311370653564062,0.7372402100332274,0.19827242829191702
30,0.9236001536242323,0.9123110007442987,0.86768755182058,0.08205205306370135,0.8748978422534082,0.7385548081181581,0.7441149809991818,0.189870996574103
31,0.9257703789354538,0.9146032814972731,0.8719543612166918,0.08313812218131768,0.8742955009875026,0.74278453386031,0.7489297785123435,0.18936935372066938
32,0.9246760939292895,0.9119014819664538,0.8705279829738914,0.08214152319399547,0.8780090244684351,0.7654535243928626,0.7779954539630967,0.1655203669301925
33,0.9268780390478945,0.9169286685695975,0.8750322271554991,0.0775516671174756,0.8707779523231284,0.7564279553956721,0.7682686319742074,0.1767085586092256
34,0.9279907379769149,0.9180546221274662,0.8745229530757546,0.07733426158911458,0.876021068949487,0.7549794677584611,0.7633690612432977,0.17639658756886026
35,0.9256008819772403,0.9110274513365783,0.8691953328518408,0.082720995253534,0.8746521921201785,0.755732789150934,0.7610376956384046,0.17809713953925718
36,0.9279885330432375,0.9177433888318929,0.8760235107542376,0.07655422485978622,0.8766901932736879,0.7553416304336074,0.7676363681977039,0.17440409960651546
