epoch,hard_dice,hard_dice_1,hard_dice_2,loss,val_hard_dice,val_hard_dice_1,val_hard_dice_2,val_loss
0,0.835254736010555,0.6981851449748943,0.7537023489422829,0.20354118017147066,0.838129663742083,0.6657719818494653,0.7467101204962957,0.21666819730661982
1,0.8720669317142172,0.7691313257379644,0.7891779681879734,0.15946109896199007,0.8523431622121375,0.7143801651059574,0.7252755699069818,0.20231077872479933
2,0.8830297543041742,0.8011935637900619,0.7994318613998327,0.14376409890812025,0.8718198541122647,0.7242295417917489,0.7639354791509391,0.17939504743904197
3,0.8927061102207008,0.8238771193024818,0.8132195447061747,0.12966301788814644,0.8605589336330807,0.7271706232094362,0.7580967445527353,0.1853569578648346
4,0.8933820849589141,0.8294383181096118,0.8150387665487334,0.12672534833806148,0.8621161576423411,0.7429013552204256,0.7677402362479226,0.17605581664453088
5,0.8979972855368656,0.8441012865294425,0.8220384932008186,0.11874827343968744,0.8644310687177925,0.7730586040221418,0.8026402454039285,0.1547479245702975
6,0.8979173620924523,0.8477534018441392,0.8243906493335029,0.11705978008932065,0.8859225314516809,0.7731653350289516,0.7939675863620506,0.15193497295936315
7,0.9023186682028596,0.8558502953367427,0.8329908488975676,0.11095041847596332,0.8882955569825414,0.7830578091324016,0.8051893614678888,0.14503580756634246
8,0.9008453126780926,0.8553456586200455,0.8308847514022445,0.11209340494223534,0.8761395024081345,0.7637142239018313,0.791573692245921,0.15935031129834107
9,0.905845035272279,0.8644636911902798,0.8356583268745496,0.1062654087983898,0.875914309687695,0.7689059549579239,0.8012477018499887,0.15547872234233148
10,0.903732600785664,0.8639918566917153,0.8380261106832397,0.10633064798856505,0.8929851085542717,0.7906634015421714,0.8132499753238602,0.13806746289385813
11,0.9088246327957168,0.8696709620591018,0.8425165007841796,0.1017865566739759,0.8862188328429484,0.78685903076752,0.8241895048849044,0.13908534974729594
12,0.9068557784714605,0.8726772669076804,0.841727003016569,0.10185602273934918,0.8932342757644008,0.7865704288131081,0.8073718735168833,0.14181871904938634
13,0.9087120121161679,0.8737824328082309,0.8427530597787171,0.10060278805927257,0.8927356505357359,0.7989422251185697,0.8111787999463704,0.1371931066665049
14,0.9087674722206992,0.8751285440943594,0.8451124092258777,0.09975022945180595,0.8946483067653146,0.8107617976661835,0.8264570759371862,0.12992606639129592
15,0.9099628523903279,0.8798986070708237,0.8450964645041525,0.09776702402606476,0.8943239539083431,0.8035944421353611,0.8178409979090713,0.1337970586599476
16,0.9102491881468192,0.8775118708820983,0.8473279064529264,0.0977673274960684,0.8890641557822396,0.7993997229409108,0.8183990034822678,0.13545755313197222
17,0.9110191600545798,0.8802014652979812,0.8464727980542233,0.09696454164438886,0.883487296763653,0.8009560125764065,0.8193192496277769,0.13804590207640477
18,0.9103249613535842,0.878414690932652,0.8498357161820179,0.09695374868287644,0.891875814256214,0.8222250187818173,0.8270137634328617,0.12648744936088263
19,0.9132978404167088,0.8839851614732915,0.8492732586552254,0.09430066365105941,0.8896267464267127,0.8091380498193192,0.8134155003339647,0.13411050509381037
20,0.9127731914792698,0.8840199057046875,0.8495374247458061,0.09435456498364464,0.8911327750818338,0.7862358306959477,0.8060578281062722,0.14420827781000445
21,0.913257418926599,0.8850645684809464,0.8525189748508286,0.0931522719398239,0.897456975448333,0.8030436925075021,0.8120103967903946,0.13454789274390758
22,0.914411668420852,0.8893593774793084,0.8541634680927721,0.0911821413702116,0.8938416907497998,0.7950538943073899,0.7882799971488215,0.14507505434083132
23,0.9150642576578857,0.8899043913963537,0.8568519930532666,0.09010522213473478,0.8957849110143342,0.817011406619428,0.82565835728074,0.12739300279207127
24,0.9150705236088424,0.889231796635611,0.8566915344034183,0.09024717173747009,0.8922380447937047,0.7950919212101059,0.8145783597423184,0.13762403574590493
