epoch,hard_dice,hard_dice_1,hard_dice_2,loss,val_hard_dice,val_hard_dice_1,val_hard_dice_2,val_loss
0,0.3827837756993689,0.36860102587840604,0.44600799131904856,0.7473138883894049,0.13967786201281865,0.10748597790895575,0.09818098022770494,0.9116749533493581
1,0.8284202278473518,0.6909295397558584,0.7296961031991702,0.21627861976891377,0.1348475948903151,0.058903755048454444,0.026890928085077627,0.9239249932234921
2,0.8625898167938162,0.741265831252158,0.7623257282377578,0.18255754552938222,0.008509440977226501,0.022753289659134222,0.04119560047376369,0.9829402370386958
